issue,year,n,prop,prop_lib,prop_cons
abhlth,2016,1812,0.8885209713024282,0.9683794466403162,0.8130360205831904
abnomore,2016,1823,0.4712013165112452,0.6964285714285714,0.2878787878787879
abpoor,2016,1828,0.44638949671772427,0.685370741482966,0.2888146911519199
abrape,2016,1810,0.7795580110497238,0.9163346613545816,0.626916524701874
absingle,2016,1833,0.4266230223677032,0.6633858267716536,0.2533783783783784
advfront,2016,1358,0.853460972017673,0.8850267379679144,0.8060046189376443
affrmact,2016,1777,0.23579065841305571,0.3434959349593496,0.16267123287671234
cappun,2016,2695,0.3955473098330241,0.5693527080581242,0.28944381384790013
colath,2016,1840,0.6684782608695652,0.7837301587301587,0.6260434056761269
colcom,2016,1787,0.6703973139339675,0.781563126252505,0.5804794520547946
colhomo,2016,1857,0.88099084544965,0.9259259259259259,0.8561872909698997
colmil,2016,1829,0.6036085292509568,0.6739130434782609,0.5620805369127517
colmslm,2016,1852,0.3385529157667387,0.46534653465346537,0.2857142857142857
colrac,2016,1840,0.45652173913043476,0.47912524850894633,0.4657762938230384
fefam,2016,1872,0.7248931623931624,0.8451242829827916,0.6082644628099173
fehire,2016,864,0.8020833333333334,0.8669354838709677,0.7177700348432056
fejobaff,2016,896,0.3515625,0.36693548387096775,0.27697841726618705
grass,2016,1843,0.6109603906673902,0.7443181818181818,0.45546218487394957
gunlaw,2016,1858,0.7158234660925726,0.8070866141732284,0.6206322795341098
helpblk,2016,1267,0.36779794790844517,0.667574931880109,0.18040089086859687
helppoor,2016,1085,0.5769585253456221,0.8357771260997068,0.3359580052493438
helpsick,2016,1297,0.733230531996916,0.8914549653579676,0.4884910485933504
homosex,2016,1806,0.5764119601328903,0.7723577235772358,0.3741496598639456
letdie1,2016,1832,0.7368995633187773,0.830739299610895,0.631578947368421
libath,2016,1857,0.773290253096392,0.8644400785854617,0.7336683417085427
libcom,2016,1830,0.7377049180327869,0.8461538461538461,0.6838602329450915
libhomo,2016,1859,0.8267885960193653,0.8984375,0.785234899328859
libmil,2016,1851,0.7439222042139384,0.8346456692913385,0.6933333333333334
librac,2016,1850,0.6518918918918919,0.7193675889328063,0.6389351081530782
marasian,2016,855,0.8035087719298246,0.8636363636363636,0.7282229965156795
marblk,2016,898,0.7338530066815144,0.8508771929824561,0.6095238095238096
marhisp,2016,862,0.8248259860788864,0.8828828828828829,0.75
marhomo,2016,1638,0.673992673992674,0.8651452282157677,0.4577603143418468
marwht,2016,1008,0.9464285714285714,0.9510204081632653,0.935933147632312
obeylaw,2016,1363,0.5832721936903889,0.6827956989247311,0.5671981776765376
pillok,2016,1844,0.6084598698481561,0.7621832358674464,0.4607679465776294
polabuse,2016,1913,0.8964976476738108,0.935064935064935,0.8605769230769231
polattak,2016,1925,0.1444155844155844,0.1559633027522936,0.11961722488038277
polescap,2016,1879,0.3134646088344864,0.3365019011406844,0.2540453074433657
polhitok,2016,1876,0.31130063965884863,0.3233082706766917,0.2662337662337662
polmurdr,2016,1904,0.8324579831932774,0.8589981447124304,0.8038585209003215
pornlaw,2016,1938,0.04282765737874097,0.06715063520871144,0.03184713375796178
premarsx,2016,1853,0.7361036157582299,0.8673076923076923,0.5993322203672788
racopen,2016,1811,0.7984538928768636,0.8646464646464647,0.7299145299145299
sexeduc,2016,1868,0.9218415417558886,0.9692898272552783,0.8538205980066446
spanking,2016,1866,0.3172561629153269,0.4796905222437137,0.220949263502455
spkath,2016,1871,0.7979690005344735,0.8671875,0.7814569536423841
spkcom,2016,1823,0.7131102578167855,0.8415841584158416,0.6632996632996633
spkhomo,2016,1862,0.8952738990332976,0.9490196078431372,0.875
spkmil,2016,1861,0.7286405158516926,0.794921875,0.6960132890365448
spkmslm,2016,1856,0.44450431034482757,0.6043737574552683,0.3793677204658902
spkrac,2016,1863,0.6097691894793345,0.64453125,0.6069651741293532
suicide1,2016,1828,0.6553610503282276,0.7699805068226121,0.5726495726495726
suicide2,2016,1869,0.11717495987158909,0.18234165067178504,0.07947019867549669
suicide3,2016,1864,0.10354077253218884,0.1644100580270793,0.076158940397351
suicide4,2016,1843,0.20238741182854042,0.3035019455252918,0.1476510067114094
teensex,2016,1866,0.2207931404072883,0.33911368015414256,0.13673805601317957
wrkwayup,2016,1568,0.257015306122449,0.49330357142857145,0.1206896551724138
xmarsex,2016,1866,0.11361200428724544,0.2043222003929273,0.05601317957166392
abany,2018,1524,0.5013123359580053,0.7100456621004566,0.2924107142857143
abdefect,2018,1503,0.7744510978043913,0.9036697247706422,0.6099773242630385
abhlth,2018,1517,0.9004614370468029,0.9682539682539683,0.7945823927765236
abnomore,2018,1514,0.5138705416116248,0.7162790697674418,0.30598669623059865
abpoor,2018,1520,0.4934210526315789,0.7231121281464531,0.30444444444444446
abrape,2018,1502,0.7949400798934754,0.8977272727272727,0.6430205949656751
absingle,2018,1516,0.46174142480211083,0.6988505747126437,0.27839643652561247
advfront,2018,1148,0.8606271777003485,0.9161290322580645,0.8005390835579514
affrmact,2018,1447,0.25017277125086385,0.4263565891472868,0.1437246963562753
cappun,2018,2193,0.3684450524395805,0.547077922077922,0.2507163323782235
colath,2018,1526,0.6690694626474443,0.7706422018348624,0.6084070796460177
colcom,2018,1465,0.6518771331058021,0.7582159624413145,0.5599078341013825
colhomo,2018,1542,0.8767833981841764,0.9159090909090909,0.8219780219780219
colmil,2018,1525,0.5822950819672131,0.6697247706422018,0.5377777777777778
colmslm,2018,1531,0.3318092749836708,0.4361948955916473,0.28665207877461707
colrac,2018,1523,0.4274458305975049,0.4361948955916473,0.43333333333333335
fefam,2018,1545,0.7423948220064724,0.7918660287081339,0.6927592954990215
fehire,2018,685,0.8116788321167884,0.9123711340206185,0.7123893805309734
fejobaff,2018,750,0.38133333333333336,0.46534653465346537,0.264
grass,2018,1447,0.6482377332411887,0.7841726618705036,0.5022222222222222
gunlaw,2018,1541,0.7151200519143414,0.8100686498855835,0.5717391304347826
helpblk,2018,986,0.4290060851926978,0.7225806451612903,0.17220543806646527
helppoor,2018,827,0.5816203143893591,0.850909090909091,0.27205882352941174
helpsick,2018,1080,0.7722222222222223,0.9213483146067416,0.5194805194805194
homosex,2018,1495,0.6294314381270903,0.789838337182448,0.42857142857142855
hubbywk1,2018,951,0.7581493165089379,0.7956989247311828,0.6923076923076923
letdie1,2018,1507,0.7272727272727273,0.829683698296837,0.6195219123505976
libath,2018,1538,0.7873862158647594,0.8597285067873304,0.7489082969432315
libcom,2018,1505,0.7375415282392026,0.812933025404157,0.7064017660044151
libhomo,2018,1544,0.8452072538860104,0.9020501138952164,0.787746170678337
libmil,2018,1537,0.7384515289525049,0.7954545454545454,0.7058823529411765
librac,2018,1542,0.6173800259403373,0.6252873563218391,0.6296296296296297
marasian,2018,753,0.8300132802124834,0.8840579710144928,0.7301587301587301
marblk,2018,793,0.7679697351828499,0.8591549295774648,0.6498194945848376
marhisp,2018,757,0.821664464993395,0.8767772511848341,0.7276264591439688
marhomo,2018,1397,0.740873299928418,0.8820754716981132,0.5363408521303258
marwht,2018,843,0.9217081850533808,0.9302325581395349,0.9161073825503355
pillok,2018,1521,0.6186719263642341,0.7270531400966184,0.499001996007984
polabuse,2018,1524,0.9015748031496063,0.923963133640553,0.8630705394190872
polattak,2018,1529,0.14257684761281883,0.16400911161731208,0.12320328542094455
polescap,2018,1469,0.314499659632403,0.3614457831325301,0.24893617021276596
polhitok,2018,1481,0.3639432815665091,0.37149532710280375,0.31865828092243187
polmurdr,2018,1513,0.8327825512227363,0.8594470046082949,0.8361344537815126
pornlaw,2018,1550,0.05161290322580645,0.09009009009009009,0.030737704918032786
premarsx,2018,1529,0.7560497056899934,0.8492822966507177,0.646484375
racopen,2018,1529,0.8011772400261609,0.8597285067873304,0.7345132743362832
sexeduc,2018,1542,0.9137483787289234,0.9593301435406698,0.8434442270058709
spanking,2018,1529,0.3198168737737083,0.47342995169082125,0.23929961089494164
spkath,2018,1562,0.8021766965428937,0.8603603603603603,0.7887931034482759
spkcom,2018,1508,0.6996021220159151,0.7803203661327232,0.6547884187082406
spkhomo,2018,1554,0.8886743886743886,0.9187358916478555,0.8478260869565217
spkmil,2018,1543,0.7161373946856773,0.7918552036199095,0.7111597374179431
spkmslm,2018,1547,0.46218487394957986,0.6050228310502284,0.4403470715835141
spkrac,2018,1539,0.5789473684210527,0.6187214611872146,0.6030368763557483
suicide1,2018,1497,0.6519706078824316,0.7615571776155717,0.5786290322580645
suicide2,2018,1532,0.13185378590078328,0.20388349514563106,0.08333333333333333
suicide3,2018,1539,0.12605588044184535,0.2028985507246377,0.07751937984496124
suicide4,2018,1522,0.21681997371879105,0.32186732186732187,0.15520628683693516
teensex,2018,1534,0.24771838331160365,0.3737864077669903,0.16374269005847952
wrkwayup,2018,1267,0.2936069455406472,0.5327635327635327,0.13926940639269406
xmarsex,2018,1553,0.10624597553122987,0.1958997722095672,0.0367965367965368
